From Date,To Date,PM2.5,PM10,NO2,SO2
14-09-2018 00:00,14-09-2018 08:00,49.96,85.7,26.81,4.07
14-09-2018 08:00,14-09-2018 16:00,66.97,127.53,36.07,14.18
14-09-2018 16:00,15-09-2018 00:00,67.77,161.2,70.13,2.3
15-09-2018 00:00,15-09-2018 08:00,77.03,207.67,54.51,2.64
15-09-2018 08:00,15-09-2018 16:00,59.47,132.3,28.65,4.18
15-09-2018 16:00,16-09-2018 00:00,48.53,78.4,49.57,2.74
16-09-2018 00:00,16-09-2018 08:00,80.48,338.16,59.24,2.55
16-09-2018 08:00,16-09-2018 16:00,84.68,169.94,37.57,4.05
16-09-2018 16:00,17-09-2018 00:00,37.57,73.8,55.78,1.85
17-09-2018 00:00,17-09-2018 08:00,31.89,67.04,36.44,2.34
17-09-2018 08:00,17-09-2018 16:00,35.57,68.93,19.27,3.16
17-09-2018 16:00,18-09-2018 00:00,30.79,116.62,43.1,2.03
18-09-2018 00:00,18-09-2018 08:00,34.9,116.1,49.22,2.36
18-09-2018 08:00,18-09-2018 16:00,37.66,79.5,21.16,3.01
18-09-2018 16:00,19-09-2018 00:00,60,120.25,55.5,1.94
19-09-2018 00:00,19-09-2018 08:00,47.66,195.14,52.85,2.66
19-09-2018 08:00,19-09-2018 16:00,42.33,94.9,28.22,2.44
19-09-2018 16:00,20-09-2018 00:00,49.9,78.93,47.24,3.11
20-09-2018 00:00,20-09-2018 08:00,56.06,107.06,44.43,2.56
20-09-2018 08:00,20-09-2018 16:00,81.17,100.53,51.42,4.37
20-09-2018 16:00,21-09-2018 00:00,78.36,112.54,58.79,2.83
21-09-2018 00:00,21-09-2018 08:00,28.04,56.25,31.81,2.47
21-09-2018 08:00,21-09-2018 16:00,37.53,92.13,24,10.34
21-09-2018 16:00,22-09-2018 00:00,48.03,74.23,51.27,2.57
22-09-2018 00:00,22-09-2018 08:00,51.94,84.42,43.96,2.3
22-09-2018 08:00,22-09-2018 16:00,22.5,52.07,9.6,2.1
22-09-2018 16:00,23-09-2018 00:00,40.1,83.2,39.73,1.54
23-09-2018 00:00,23-09-2018 08:00,67.86,176.07,59.06,2.14
23-09-2018 08:00,23-09-2018 16:00,24.38,70.59,5.31,0.83
23-09-2018 16:00,24-09-2018 00:00,19.03,51.62,17.67,0.86
24-09-2018 00:00,24-09-2018 08:00,32.61,90.29,40.84,2.01
24-09-2018 08:00,24-09-2018 16:00,28.55,76.03,18.96,2.86
24-09-2018 16:00,25-09-2018 00:00,27.75,73.75,26.99,2.4
25-09-2018 00:00,25-09-2018 08:00,31.03,86.65,35.55,2.7
25-09-2018 08:00,25-09-2018 16:00,26.09,63.91,13.28,1.81
25-09-2018 16:00,26-09-2018 00:00,25.96,79.57,41.64,1.07
26-09-2018 00:00,26-09-2018 08:00,40.63,149.37,43.52,2.4
26-09-2018 08:00,26-09-2018 16:00,32.41,73.59,22.19,1.38
26-09-2018 16:00,27-09-2018 00:00,30.35,84.39,53.41,8.72
27-09-2018 00:00,27-09-2018 08:00,53.41,147,44.74,2.82
27-09-2018 08:00,27-09-2018 16:00,34.68,75.29,21.85,1.64
27-09-2018 16:00,28-09-2018 00:00,19.69,58.48,35.8,9.27
28-09-2018 00:00,28-09-2018 08:00,21.73,74.27,48.67,7.42
28-09-2018 08:00,28-09-2018 16:00,16.32,40.14,10.79,2.97
28-09-2018 16:00,29-09-2018 00:00,16.28,51.14,25.32,3.47
29-09-2018 00:00,29-09-2018 08:00,17.21,86.79,28.91,2.27
29-09-2018 08:00,29-09-2018 16:00,39.39,98.35,20.47,1.83
29-09-2018 16:00,30-09-2018 00:00,30.82,74.82,30.07,4.05
30-09-2018 00:00,30-09-2018 08:00,37.86,149.82,44.14,2.19
30-09-2018 08:00,30-09-2018 16:00,45.69,88.28,17.97,2.73
30-09-2018 16:00,01-10-2018 00:00,76.86,114.89,21.8,4.07
01-10-2018 00:00,01-10-2018 08:00,107.1,187.66,46.26,1.19
01-10-2018 08:00,01-10-2018 16:00,62.5,103.63,13.06,4.4
01-10-2018 16:00,02-10-2018 00:00,44.32,74.96,26.38,5.44
02-10-2018 00:00,02-10-2018 08:00,67.36,198.32,50.35,5.59
02-10-2018 08:00,02-10-2018 16:00,,111.89,22.25,4.14
02-10-2018 16:00,03-10-2018 00:00,,89.55,21.91,4.37
03-10-2018 00:00,03-10-2018 08:00,,112.6,34.26,4.56
03-10-2018 08:00,03-10-2018 16:00,22.67,113.72,30.31,5.2
03-10-2018 16:00,04-10-2018 00:00,39.2,84.9,24.09,3.56
04-10-2018 00:00,04-10-2018 08:00,86.14,180.52,50.09,4.01
04-10-2018 08:00,04-10-2018 16:00,48.07,118.5,25.51,2.46
04-10-2018 16:00,05-10-2018 00:00,42.59,113.64,31.76,2.71
05-10-2018 00:00,05-10-2018 08:00,69.18,165.27,59.17,4
05-10-2018 08:00,05-10-2018 16:00,56.85,160.23,37.73,3.35
05-10-2018 16:00,06-10-2018 00:00,52.44,160.72,35.38,2.72
06-10-2018 00:00,06-10-2018 08:00,92.12,222.88,82,4.54
06-10-2018 08:00,06-10-2018 16:00,73.79,174.29,27.01,3.67
06-10-2018 16:00,07-10-2018 00:00,76.48,155.38,31.06,3.23
07-10-2018 00:00,07-10-2018 08:00,85,155,50.29,3.78
07-10-2018 08:00,07-10-2018 16:00,55.76,,21.25,3.7
07-10-2018 16:00,08-10-2018 00:00,67.92,,30.79,3.68
08-10-2018 00:00,08-10-2018 08:00,63.58,,20.68,3.58
08-10-2018 08:00,08-10-2018 16:00,52.03,130.56,28.09,4.01
08-10-2018 16:00,09-10-2018 00:00,45.82,119.18,27.5,4.39
09-10-2018 00:00,09-10-2018 08:00,43.1,115.48,18.3,2.7
09-10-2018 08:00,09-10-2018 16:00,38.8,143.56,32.66,4.28
09-10-2018 16:00,10-10-2018 00:00,45.73,116.77,45.85,4.26
10-10-2018 00:00,10-10-2018 08:00,39.5,105.67,21.26,3.67
10-10-2018 08:00,10-10-2018 16:00,30.88,104.47,30.63,5.09
10-10-2018 16:00,11-10-2018 00:00,24.56,74.32,49.26,14.38
11-10-2018 00:00,11-10-2018 08:00,35.8,102.4,59.01,33.81
11-10-2018 08:00,11-10-2018 16:00,52.59,146.11,64.08,28.82
11-10-2018 16:00,12-10-2018 00:00,56.1,151.03,65.75,20.36
12-10-2018 00:00,12-10-2018 08:00,39,87.93,54.1,9.19
12-10-2018 08:00,12-10-2018 16:00,36.03,90.93,33.82,12.26
12-10-2018 16:00,13-10-2018 00:00,58.17,159.55,58.62,14.98
13-10-2018 00:00,13-10-2018 08:00,77.58,126.67,58.04,8.37
13-10-2018 08:00,13-10-2018 16:00,65.77,121.03,25.7,6.07
13-10-2018 16:00,14-10-2018 00:00,60.74,97.74,32.25,3.7
14-10-2018 00:00,14-10-2018 08:00,66.23,105.39,56.65,10.41
14-10-2018 08:00,14-10-2018 16:00,61.1,110.1,32.73,11.58
14-10-2018 16:00,15-10-2018 00:00,44.94,84.1,54.59,4.76
15-10-2018 00:00,15-10-2018 08:00,48.79,105.38,55.95,10.5
15-10-2018 08:00,15-10-2018 16:00,51.33,91.83,35.65,8.86
15-10-2018 16:00,16-10-2018 00:00,47.44,98.56,63.11,15
16-10-2018 00:00,16-10-2018 08:00,52.47,135.43,47.86,3.25
16-10-2018 08:00,16-10-2018 16:00,28.55,52.81,16.18,2.98
16-10-2018 16:00,17-10-2018 00:00,40.67,62.83,21.16,2.55
17-10-2018 00:00,17-10-2018 08:00,63,96.07,43.79,4.67
17-10-2018 08:00,17-10-2018 16:00,46.29,78.23,13.73,4.97
17-10-2018 16:00,18-10-2018 00:00,53.57,104.43,50.75,6.31
18-10-2018 00:00,18-10-2018 08:00,88.69,182.1,86.01,16.5
18-10-2018 08:00,18-10-2018 16:00,99.58,170.97,35.38,29.71
18-10-2018 16:00,19-10-2018 00:00,78,141.93,57.38,14.08
19-10-2018 00:00,19-10-2018 08:00,,275.75,77.79,15.8
19-10-2018 08:00,19-10-2018 16:00,,165.43,20.59,11.91
19-10-2018 16:00,20-10-2018 00:00,,186.64,52.05,11.47
20-10-2018 00:00,20-10-2018 08:00,,255.62,82.67,15.11
20-10-2018 08:00,20-10-2018 16:00,65.93,151.57,19.5,7.9
20-10-2018 16:00,21-10-2018 00:00,74.5,148.7,35.84,7.05
21-10-2018 00:00,21-10-2018 08:00,122.45,292.86,103.11,20.78
21-10-2018 08:00,21-10-2018 16:00,84.24,182.86,22.38,9.22
21-10-2018 16:00,22-10-2018 00:00,93.57,170,43.93,6.31
22-10-2018 00:00,22-10-2018 08:00,110.32,318.29,76.98,11.45
22-10-2018 08:00,22-10-2018 16:00,106.65,229.7,40.24,20.95
22-10-2018 16:00,23-10-2018 00:00,111.53,211.63,58.94,10.85
23-10-2018 00:00,23-10-2018 08:00,139.31,336.86,98.68,11.58
23-10-2018 08:00,23-10-2018 16:00,103.45,222.07,50.87,20.08
23-10-2018 16:00,24-10-2018 00:00,83.26,178.81,79.65,12.07
24-10-2018 00:00,24-10-2018 08:00,107.71,272.93,87.9,26.24
24-10-2018 08:00,24-10-2018 16:00,96.1,231.52,33.67,27.88
24-10-2018 16:00,25-10-2018 00:00,65.07,166.83,68.97,13.21
25-10-2018 00:00,25-10-2018 08:00,87.41,277.28,107.09,16.54
25-10-2018 08:00,25-10-2018 16:00,70.17,170.76,37.2,14.5
25-10-2018 16:00,26-10-2018 00:00,79.82,149.68,37.32,8.57
26-10-2018 00:00,26-10-2018 08:00,68.9,146.87,43.72,6.03
26-10-2018 08:00,26-10-2018 16:00,44.28,111.41,28.5,7.4
26-10-2018 16:00,27-10-2018 00:00,40.84,105.05,55.85,5.57
27-10-2018 00:00,27-10-2018 08:00,90.29,361.9,98.9,12
27-10-2018 08:00,27-10-2018 16:00,52.93,154.1,37.6,14.08
27-10-2018 16:00,28-10-2018 00:00,48.37,110.04,32.9,7.17
28-10-2018 00:00,28-10-2018 08:00,48.63,108.57,18.63,8.04
28-10-2018 08:00,28-10-2018 16:00,45.83,129.23,28.09,9.33
28-10-2018 16:00,29-10-2018 00:00,34.52,77.11,18.38,4
29-10-2018 00:00,29-10-2018 08:00,36.72,67.25,13.79,6.8
29-10-2018 08:00,29-10-2018 16:00,35.07,79.48,24.87,5.48
29-10-2018 16:00,30-10-2018 00:00,33.5,69.9,20.64,3.53
30-10-2018 00:00,30-10-2018 08:00,47,79.93,17.52,6.97
30-10-2018 08:00,30-10-2018 16:00,41.79,87.21,22.33,6.89
30-10-2018 16:00,31-10-2018 00:00,22.46,48.46,18.9,3.36
31-10-2018 00:00,31-10-2018 08:00,27.25,49.53,15.73,4.32
31-10-2018 08:00,31-10-2018 16:00,34.29,69.6,17.56,4.64
31-10-2018 16:00,01-11-2018 00:00,10.11,36.43,17.65,2.74
01-11-2018 00:00,01-11-2018 08:00,5.9,24.48,10.45,3.76
01-11-2018 08:00,01-11-2018 16:00,14.6,43.03,14.4,3.44
01-11-2018 16:00,02-11-2018 00:00,8.42,31.35,22.01,2.06
02-11-2018 00:00,02-11-2018 08:00,12.87,34.48,17.15,4.09
02-11-2018 08:00,02-11-2018 16:00,13.54,42.93,12.66,2.35
02-11-2018 16:00,03-11-2018 00:00,5,33.04,14.12,1.31
03-11-2018 00:00,03-11-2018 08:00,7.62,24.9,18.05,2.18
03-11-2018 08:00,03-11-2018 16:00,6.56,30.15,8.24,2.12
03-11-2018 16:00,04-11-2018 00:00,8.97,34.1,13.37,1.22
04-11-2018 00:00,04-11-2018 08:00,10.3,28.1,15.56,2.69
04-11-2018 08:00,04-11-2018 16:00,7.39,30.45,6.03,1.95
04-11-2018 16:00,05-11-2018 00:00,5.81,27.93,8.52,1.65
05-11-2018 00:00,05-11-2018 08:00,13.1,53.52,22.07,3.62
05-11-2018 08:00,05-11-2018 16:00,10.53,37.58,11.56,1.31
05-11-2018 16:00,06-11-2018 00:00,9.94,32.78,23.2,3.9
06-11-2018 00:00,06-11-2018 08:00,43.44,141.78,63.58,8.33
06-11-2018 08:00,06-11-2018 16:00,29.03,76.81,27.4,3.79
06-11-2018 16:00,07-11-2018 00:00,22,53.6,38.73,7.83
07-11-2018 00:00,07-11-2018 08:00,58.28,182.44,75.54,10.17
07-11-2018 08:00,07-11-2018 16:00,24.13,78.4,13.35,3.89
07-11-2018 16:00,08-11-2018 00:00,214.31,212.55,44.75,50.05
08-11-2018 00:00,08-11-2018 08:00,436.07,424.71,85.39,40.3
08-11-2018 08:00,08-11-2018 16:00,38.09,85.53,10.66,2.76
08-11-2018 16:00,09-11-2018 00:00,36.87,73.47,17.3,3.79
09-11-2018 00:00,09-11-2018 08:00,65.59,176.16,65.52,8.93
09-11-2018 08:00,09-11-2018 16:00,36.69,75.47,10.61,2.59
09-11-2018 16:00,10-11-2018 00:00,44.9,78.17,15.89,5.05
10-11-2018 00:00,10-11-2018 08:00,83.69,264.5,66.18,32.42
10-11-2018 08:00,10-11-2018 16:00,53.61,108.71,12.48,3.3
10-11-2018 16:00,11-11-2018 00:00,66.19,112.68,25.75,5.58
11-11-2018 00:00,11-11-2018 08:00,75.94,118.85,19.67,11.03
11-11-2018 08:00,11-11-2018 16:00,79.07,139.17,15.49,14.59
11-11-2018 16:00,12-11-2018 00:00,108.9,169.73,17.59,20.76
12-11-2018 00:00,12-11-2018 08:00,94.43,155.74,17.09,11.12
12-11-2018 08:00,12-11-2018 16:00,93.19,165.25,31.27,16.01
12-11-2018 16:00,13-11-2018 00:00,81.63,149.9,50.19,9.29
13-11-2018 00:00,13-11-2018 08:00,,119.87,21.28,12.13
13-11-2018 08:00,13-11-2018 16:00,63.5,130.7,25.09,11.85
13-11-2018 16:00,14-11-2018 00:00,53.33,111.47,28.86,6.78
14-11-2018 00:00,14-11-2018 08:00,71.25,120.75,21.21,7.57
14-11-2018 08:00,14-11-2018 16:00,78.16,145.29,25.82,11.29
14-11-2018 16:00,15-11-2018 00:00,68.06,125.74,15.06,6.2
15-11-2018 00:00,15-11-2018 08:00,63.75,119.31,13.08,6.5
15-11-2018 08:00,15-11-2018 16:00,52.87,109.65,25.84,4.73
15-11-2018 16:00,16-11-2018 00:00,52.35,95.42,17.84,3.93
16-11-2018 00:00,16-11-2018 08:00,59,92,2.3,2.9
16-11-2018 08:00,16-11-2018 16:00,40.12,103.38,16.72,2.65
16-11-2018 16:00,17-11-2018 00:00,55.56,121.63,21.18,3.31
17-11-2018 00:00,17-11-2018 08:00,74.9,214.06,39.7,2.74
17-11-2018 08:00,17-11-2018 16:00,53.03,110.38,9.65,3
17-11-2018 16:00,18-11-2018 00:00,42.17,87.17,13.04,3.2
18-11-2018 00:00,18-11-2018 08:00,48.26,130.61,60.54,17.94
18-11-2018 08:00,18-11-2018 16:00,37.23,82.23,6.72,4.73
18-11-2018 16:00,19-11-2018 00:00,34.7,79.47,11.71,3.51
19-11-2018 00:00,19-11-2018 08:00,34.6,74.8,15.56,3.48
19-11-2018 08:00,19-11-2018 16:00,42.06,92.65,14.57,4.33
19-11-2018 16:00,20-11-2018 00:00,53.42,103.35,17.04,4.15
20-11-2018 00:00,20-11-2018 08:00,51.3,94.27,19,4.08
20-11-2018 08:00,20-11-2018 16:00,45.22,96.17,17.48,5.97
20-11-2018 16:00,21-11-2018 00:00,30,88,17.05,7.7
21-11-2018 00:00,21-11-2018 08:00,,,,
21-11-2018 08:00,21-11-2018 16:00,,,,
21-11-2018 16:00,22-11-2018 00:00,,,,
22-11-2018 00:00,22-11-2018 08:00,,,,
22-11-2018 08:00,22-11-2018 16:00,,,,
22-11-2018 16:00,23-11-2018 00:00,,,,
23-11-2018 00:00,23-11-2018 08:00,,,,
23-11-2018 08:00,23-11-2018 16:00,,,,
23-11-2018 16:00,24-11-2018 00:00,,,,
24-11-2018 00:00,24-11-2018 08:00,,,,
24-11-2018 08:00,24-11-2018 16:00,,,,
24-11-2018 16:00,25-11-2018 00:00,,,,
25-11-2018 00:00,25-11-2018 08:00,,,,
25-11-2018 08:00,25-11-2018 16:00,,,,
25-11-2018 16:00,26-11-2018 00:00,,,,
26-11-2018 00:00,26-11-2018 08:00,,,,
26-11-2018 08:00,26-11-2018 16:00,,,,
26-11-2018 16:00,27-11-2018 00:00,,,,
27-11-2018 00:00,27-11-2018 08:00,,,,
27-11-2018 08:00,27-11-2018 16:00,,,,
27-11-2018 16:00,28-11-2018 00:00,,,,
28-11-2018 00:00,28-11-2018 08:00,,,,
28-11-2018 08:00,28-11-2018 16:00,,,,
28-11-2018 16:00,29-11-2018 00:00,,,,
29-11-2018 00:00,29-11-2018 08:00,,,,
29-11-2018 08:00,29-11-2018 16:00,,,,
29-11-2018 16:00,30-11-2018 00:00,,,,
30-11-2018 00:00,30-11-2018 08:00,,,,
30-11-2018 08:00,30-11-2018 16:00,,,,
30-11-2018 16:00,01-12-2018 00:00,55.69,101.81,36.58,6.84
01-12-2018 00:00,01-12-2018 08:00,64.03,123.13,36.95,8.36
01-12-2018 08:00,01-12-2018 16:00,58.56,110,41.29,7.15
01-12-2018 16:00,02-12-2018 00:00,,,,
02-12-2018 00:00,02-12-2018 08:00,,,,
02-12-2018 08:00,02-12-2018 16:00,,,,
02-12-2018 16:00,03-12-2018 00:00,,,,
03-12-2018 00:00,03-12-2018 08:00,,,,
03-12-2018 08:00,03-12-2018 16:00,,,,
03-12-2018 16:00,04-12-2018 00:00,,,,
04-12-2018 00:00,04-12-2018 08:00,,,,
04-12-2018 08:00,04-12-2018 16:00,80.92,143.67,18.81,7.18
04-12-2018 16:00,05-12-2018 00:00,82.85,141.45,35.89,6.31
05-12-2018 00:00,05-12-2018 08:00,85.55,137.48,32.21,6.01
05-12-2018 08:00,05-12-2018 16:00,91.47,156.77,25.76,5.35
05-12-2018 16:00,06-12-2018 00:00,91.94,150.48,28.01,4.44
06-12-2018 00:00,06-12-2018 08:00,99.81,154.68,23.65,3.66
06-12-2018 08:00,06-12-2018 16:00,91.91,155.25,14.49,5.21
06-12-2018 16:00,07-12-2018 00:00,95.69,164,26.33,4.09
07-12-2018 00:00,07-12-2018 08:00,108.8,,20.33,5.82
07-12-2018 08:00,07-12-2018 16:00,103.17,,18.87,5.84
07-12-2018 16:00,08-12-2018 00:00,,,,
08-12-2018 00:00,08-12-2018 08:00,,,,
08-12-2018 08:00,08-12-2018 16:00,104.18,164,12.65,12.65
08-12-2018 16:00,09-12-2018 00:00,105.89,169.29,32.7,9.23
09-12-2018 00:00,09-12-2018 08:00,117.97,175.66,32.25,8.45
09-12-2018 08:00,09-12-2018 16:00,115.42,186.35,15.6,8.9
09-12-2018 16:00,10-12-2018 00:00,100,173.5,20.42,10.9
10-12-2018 00:00,10-12-2018 08:00,,,,
10-12-2018 08:00,10-12-2018 16:00,88.75,158.25,18.41,6.61
10-12-2018 16:00,11-12-2018 00:00,85.35,155.58,41.76,8.72
11-12-2018 00:00,11-12-2018 08:00,74,143,44.8,8
11-12-2018 08:00,11-12-2018 16:00,72.89,140.26,22.39,5.89
11-12-2018 16:00,12-12-2018 00:00,73.32,133.14,47.03,5.44
12-12-2018 00:00,12-12-2018 08:00,61.86,110.29,30.93,4.63
12-12-2018 08:00,12-12-2018 16:00,70.06,130.94,21.51,5.28
12-12-2018 16:00,13-12-2018 00:00,71.68,121.61,34.55,5.7
13-12-2018 00:00,13-12-2018 08:00,89.77,133.81,22.02,6.03
13-12-2018 08:00,13-12-2018 16:00,83,147.76,32.51,5.54
13-12-2018 16:00,14-12-2018 00:00,75.21,127.64,25.63,5.81
14-12-2018 00:00,14-12-2018 08:00,81,126.93,13.74,5.73
14-12-2018 08:00,14-12-2018 16:00,72.83,160.1,26.25,8.85
14-12-2018 16:00,15-12-2018 00:00,84.67,149.77,22.74,8.82
15-12-2018 00:00,15-12-2018 08:00,86.07,148.52,14.71,11.34
15-12-2018 08:00,15-12-2018 16:00,83.52,201.21,24.98,11.8
15-12-2018 16:00,16-12-2018 00:00,62.16,156.84,17.86,7.95
16-12-2018 00:00,16-12-2018 08:00,61.1,112.76,15.36,10.17
16-12-2018 08:00,16-12-2018 16:00,52.96,131.42,26.87,6.74
16-12-2018 16:00,17-12-2018 00:00,40.06,67.16,25.47,3.93
17-12-2018 00:00,17-12-2018 08:00,29,48.96,11.74,2.52
17-12-2018 08:00,17-12-2018 16:00,32.04,44.17,22.45,3.58
17-12-2018 16:00,18-12-2018 00:00,12.79,31.53,12.79,2.58
18-12-2018 00:00,18-12-2018 08:00,,,,
18-12-2018 08:00,18-12-2018 16:00,2.56,25.27,36.83,4.75
18-12-2018 16:00,19-12-2018 00:00,6.07,23.27,32.9,2.88
19-12-2018 00:00,19-12-2018 08:00,2.34,12.69,9.22,3.06
19-12-2018 08:00,19-12-2018 16:00,8.96,32.48,21.15,3.16
19-12-2018 16:00,20-12-2018 00:00,16.62,38,31.94,1.71
20-12-2018 00:00,20-12-2018 08:00,13.83,24.33,18.8,4.02
20-12-2018 08:00,20-12-2018 16:00,15.4,42.88,18.65,2.26
20-12-2018 16:00,21-12-2018 00:00,45.23,77.74,45.04,3.74
21-12-2018 00:00,21-12-2018 08:00,41.38,71.72,30.58,5.71
21-12-2018 08:00,21-12-2018 16:00,43.96,79.38,17.67,5.75
21-12-2018 16:00,22-12-2018 00:00,45.86,79.83,30.23,5.3
22-12-2018 00:00,22-12-2018 08:00,55.61,85.86,29.11,11.32
22-12-2018 08:00,22-12-2018 16:00,63.83,100.17,22.8,24.31
22-12-2018 16:00,23-12-2018 00:00,76.11,108.78,34.55,
23-12-2018 00:00,23-12-2018 08:00,81.57,118.75,26.88,
23-12-2018 08:00,23-12-2018 16:00,90.44,143.2,17.91,
23-12-2018 16:00,24-12-2018 00:00,90.31,139.04,57.81,
24-12-2018 00:00,24-12-2018 08:00,94.43,148.46,59.96,
24-12-2018 08:00,24-12-2018 16:00,87.17,150.12,33.28,
24-12-2018 16:00,25-12-2018 00:00,81.17,132.9,44.57,
25-12-2018 00:00,25-12-2018 08:00,119.06,243.78,117.71,
25-12-2018 08:00,25-12-2018 16:00,102.14,206.36,45.84,
25-12-2018 16:00,26-12-2018 00:00,103.11,159.96,85.89,
26-12-2018 00:00,26-12-2018 08:00,143.47,244.15,142.45,
26-12-2018 08:00,26-12-2018 16:00,120.27,196.53,57.1,4.52
26-12-2018 16:00,27-12-2018 00:00,88.67,137.37,78.06,10.54
27-12-2018 00:00,27-12-2018 08:00,136.46,275.71,145.63,15.99
27-12-2018 08:00,27-12-2018 16:00,102.77,176.83,48.01,27.08
27-12-2018 16:00,28-12-2018 00:00,97.04,137.07,47.99,14.72
28-12-2018 00:00,28-12-2018 08:00,127.38,246.38,90.72,15.56
28-12-2018 08:00,28-12-2018 16:00,97.45,167.59,45.15,11.91
28-12-2018 16:00,29-12-2018 00:00,67.36,106.41,28.01,8.44
29-12-2018 00:00,29-12-2018 08:00,,,,
29-12-2018 08:00,29-12-2018 16:00,78.96,140.36,31.55,15.19
29-12-2018 16:00,30-12-2018 00:00,75.37,133.77,46.44,20.35
30-12-2018 00:00,30-12-2018 08:00,69.4,113.6,19.73,17.62
30-12-2018 08:00,30-12-2018 16:00,,,,
30-12-2018 16:00,31-12-2018 00:00,,,,
31-12-2018 00:00,31-12-2018 08:00,,,,
31-12-2018 08:00,31-12-2018 16:00,53.48,104.04,32.29,25.91
31-12-2018 16:00,01-01-2019 00:00,85.1,216.21,138.32,27.92
01-01-2019 00:00,01-01-2019 08:00,203.39,456.06,148.19,30.33
01-01-2019 08:00,01-01-2019 16:00,102.25,186.81,52.33,36.1
01-01-2019 16:00,02-01-2019 00:00,83.89,141.32,106.43,24.7
02-01-2019 00:00,02-01-2019 08:00,159.38,393.58,114.06,32.14
02-01-2019 08:00,02-01-2019 16:00,121.28,217.4,55.43,38.46
02-01-2019 16:00,03-01-2019 00:00,123.43,190.4,104.89,17.42
03-01-2019 00:00,03-01-2019 08:00,179.72,416.72,145.58,23.83
03-01-2019 08:00,03-01-2019 16:00,151.71,264.64,72.09,48.74
03-01-2019 16:00,04-01-2019 00:00,115,186.68,106.21,14.22
04-01-2019 00:00,04-01-2019 08:00,156.25,329.54,152.13,22.76
04-01-2019 08:00,04-01-2019 16:00,136.16,194.59,55.46,32.11
04-01-2019 16:00,05-01-2019 00:00,124.16,178.2,47.28,12.56
05-01-2019 00:00,05-01-2019 08:00,119.17,165.93,34.81,11.02
05-01-2019 08:00,05-01-2019 16:00,112.33,174.83,29.05,17.25
05-01-2019 16:00,06-01-2019 00:00,116.54,172.22,62.18,12.32
06-01-2019 00:00,06-01-2019 08:00,154.16,,125.25,12.68
06-01-2019 08:00,06-01-2019 16:00,120,,36.75,12.52
06-01-2019 16:00,07-01-2019 00:00,122.82,198,56.77,9.9
07-01-2019 00:00,07-01-2019 08:00,159,384.03,121.26,18.08
07-01-2019 08:00,07-01-2019 16:00,109.27,215.07,60.04,16.26
07-01-2019 16:00,08-01-2019 00:00,91.5,165.96,95.49,11.57
08-01-2019 00:00,08-01-2019 08:00,138.23,325.57,155.94,21.77
08-01-2019 08:00,08-01-2019 16:00,139.17,278.4,97.99,67.69
08-01-2019 16:00,09-01-2019 00:00,142.65,320.97,142.14,36.55
09-01-2019 00:00,09-01-2019 08:00,190.83,456.48,150.7,33.92
09-01-2019 08:00,09-01-2019 16:00,98.95,166.27,33.3,14.75
09-01-2019 16:00,10-01-2019 00:00,114.18,179.96,54.07,11.96
10-01-2019 00:00,10-01-2019 08:00,157.69,286.14,115.06,15.97
10-01-2019 08:00,10-01-2019 16:00,136.64,231.29,39.87,20.34
10-01-2019 16:00,11-01-2019 00:00,112.81,168.07,44.42,13.18
11-01-2019 00:00,11-01-2019 08:00,108.66,158.52,31.92,10.21
11-01-2019 08:00,11-01-2019 16:00,98.76,161.03,27.79,15.05
11-01-2019 16:00,12-01-2019 00:00,110,160.53,37.13,10.46
12-01-2019 00:00,12-01-2019 08:00,164.8,312.17,107.62,30.66
12-01-2019 08:00,12-01-2019 16:00,105.75,162.89,28.9,12.34
12-01-2019 16:00,13-01-2019 00:00,86.72,138.97,39.56,10.01
13-01-2019 00:00,13-01-2019 08:00,149.43,267.57,100.36,18.08
13-01-2019 08:00,13-01-2019 16:00,106.37,187.03,27.84,17.42
13-01-2019 16:00,14-01-2019 00:00,106.26,160.52,44.49,11.38
14-01-2019 00:00,14-01-2019 08:00,276.83,451.5,123.9,54.84
14-01-2019 08:00,14-01-2019 16:00,219.37,256.96,55.76,39.82
14-01-2019 16:00,15-01-2019 00:00,109.33,203.93,74.49,18.34
15-01-2019 00:00,15-01-2019 08:00,65,370,109.95,46.48
15-01-2019 08:00,15-01-2019 16:00,,275.84,45.2,35.09
15-01-2019 16:00,16-01-2019 00:00,,144.92,24.88,12.35
16-01-2019 00:00,16-01-2019 08:00,,170.66,17.97,10.5
16-01-2019 08:00,16-01-2019 16:00,,195,11.38,15.68
16-01-2019 16:00,17-01-2019 00:00,,195.2,21.54,8.29
17-01-2019 00:00,17-01-2019 08:00,,283.23,50.27,23.04
17-01-2019 08:00,17-01-2019 16:00,94.7,184.64,16.77,13.88
17-01-2019 16:00,18-01-2019 00:00,104.23,161.1,27.19,7.73
18-01-2019 00:00,18-01-2019 08:00,138.48,280.45,97.06,20.9
18-01-2019 08:00,18-01-2019 16:00,125.39,308.1,41.85,26.48
18-01-2019 16:00,19-01-2019 00:00,106.97,166.66,34.34,17.02
19-01-2019 00:00,19-01-2019 08:00,131.04,249.15,85.92,43.92
19-01-2019 08:00,19-01-2019 16:00,149.83,259.23,55.28,37.08
19-01-2019 16:00,20-01-2019 00:00,106.48,210.9,102.69,15.62
20-01-2019 00:00,20-01-2019 08:00,154.15,375.62,132.1,28.45
20-01-2019 08:00,20-01-2019 16:00,107.67,186.4,34.27,16.5
